timestamp,node_id,human_detected,confidence_score,distance_m,machine_speed_kmh,machine_state,cabin_rotation_deg,image_base64_preview
2026-07-02T11:35:59.000Z,EXCAVATOR-NODE-04,False,0.0,13.92,3.2,DIGGING,-139,NULL
2026-07-02T11:36:01.000Z,EXCAVATOR-NODE-04,False,0.0,10.94,2.8,DIGGING,121,NULL
2026-07-02T11:36:03.000Z,EXCAVATOR-NODE-04,False,0.0,14.88,3.5,IDLE,-110,NULL
2026-07-02T11:36:05.000Z,EXCAVATOR-NODE-04,False,0.0,8.31,3.0,IDLE,83,NULL
2026-07-02T11:36:07.000Z,EXCAVATOR-NODE-04,False,0.0,6.39,1.7,DIGGING,163,NULL
2026-07-02T11:36:09.000Z,EXCAVATOR-NODE-04,False,0.0,13.95,2.1,IDLE,5,NULL
2026-07-02T11:36:11.000Z,EXCAVATOR-NODE-04,False,0.0,14.25,4.2,IDLE,53,NULL
2026-07-02T11:36:13.000Z,EXCAVATOR-NODE-04,False,0.0,11.76,3.4,IDLE,-141,NULL
2026-07-02T11:36:15.000Z,EXCAVATOR-NODE-04,False,0.0,11.41,4.1,IDLE,133,NULL
2026-07-02T11:36:17.000Z,EXCAVATOR-NODE-04,False,0.0,9.34,4.1,FORWARD,126,NULL
2026-07-02T11:36:19.000Z,EXCAVATOR-NODE-04,False,0.0,9.75,2.5,DIGGING,-111,NULL
2026-07-02T11:36:21.000Z,EXCAVATOR-NODE-04,False,0.0,10.36,2.3,SWINGING,108,NULL
2026-07-02T11:36:23.000Z,EXCAVATOR-NODE-04,False,0.0,6.59,2.7,IDLE,55,NULL
2026-07-02T11:36:25.000Z,EXCAVATOR-NODE-04,False,0.0,7.2,2.8,IDLE,20,NULL
2026-07-02T11:36:27.000Z,EXCAVATOR-NODE-04,False,0.0,9.66,2.6,SWINGING,48,NULL
2026-07-02T11:36:29.000Z,EXCAVATOR-NODE-04,False,0.0,14.39,4.4,FORWARD,-159,NULL
2026-07-02T11:36:31.000Z,EXCAVATOR-NODE-04,False,0.0,12.5,1.9,IDLE,37,NULL
2026-07-02T11:36:33.000Z,EXCAVATOR-NODE-04,False,0.0,7.35,2.0,SWINGING,89,NULL
2026-07-02T11:36:35.000Z,EXCAVATOR-NODE-04,False,0.0,12.81,3.0,IDLE,144,NULL
2026-07-02T11:36:37.000Z,EXCAVATOR-NODE-04,False,0.0,11.33,2.1,SWINGING,33,NULL
2026-07-02T11:36:39.000Z,EXCAVATOR-NODE-04,False,0.0,9.66,2.8,IDLE,178,NULL
2026-07-02T11:36:41.000Z,EXCAVATOR-NODE-04,False,0.0,6.41,2.5,SWINGING,-129,NULL
2026-07-02T11:36:43.000Z,EXCAVATOR-NODE-04,False,0.0,10.85,3.1,IDLE,-26,NULL
2026-07-02T11:36:45.000Z,EXCAVATOR-NODE-04,False,0.0,13.44,1.7,FORWARD,157,NULL
2026-07-02T11:36:47.000Z,EXCAVATOR-NODE-04,False,0.0,6.36,1.9,IDLE,82,NULL
2026-07-02T11:36:49.000Z,EXCAVATOR-NODE-04,False,0.0,14.05,1.6,SWINGING,60,NULL
2026-07-02T11:36:51.000Z,EXCAVATOR-NODE-04,False,0.0,7.39,3.8,IDLE,-75,NULL
2026-07-02T11:36:53.000Z,EXCAVATOR-NODE-04,False,0.0,6.68,2.9,IDLE,-131,NULL
2026-07-02T11:36:55.000Z,EXCAVATOR-NODE-04,False,0.0,6.93,2.0,IDLE,73,NULL
2026-07-02T11:36:57.000Z,EXCAVATOR-NODE-04,False,0.0,13.06,4.4,SWINGING,-26,NULL
2026-07-02T11:36:59.000Z,EXCAVATOR-NODE-04,False,0.0,14.13,3.1,SWINGING,58,NULL
2026-07-02T11:37:01.000Z,EXCAVATOR-NODE-04,False,0.0,13.49,2.0,SWINGING,104,NULL
2026-07-02T11:37:03.000Z,EXCAVATOR-NODE-04,False,0.0,12.28,1.6,DIGGING,160,NULL
2026-07-02T11:37:05.000Z,EXCAVATOR-NODE-04,False,0.0,14.54,2.1,IDLE,-178,NULL
2026-07-02T11:37:07.000Z,EXCAVATOR-NODE-04,False,0.0,9.44,2.8,FORWARD,-77,NULL
2026-07-02T11:37:09.000Z,EXCAVATOR-NODE-04,False,0.0,13.64,3.9,FORWARD,-161,NULL
2026-07-02T11:37:11.000Z,EXCAVATOR-NODE-04,False,0.0,9.26,3.6,FORWARD,-13,NULL
2026-07-02T11:37:13.000Z,EXCAVATOR-NODE-04,False,0.0,14.38,2.9,IDLE,-22,NULL
2026-07-02T11:37:15.000Z,EXCAVATOR-NODE-04,False,0.0,7.54,2.3,SWINGING,-93,NULL
2026-07-02T11:37:17.000Z,EXCAVATOR-NODE-04,False,0.0,6.86,3.9,SWINGING,26,NULL
2026-07-02T11:37:19.000Z,EXCAVATOR-NODE-04,False,0.0,8.88,1.7,IDLE,-93,NULL
2026-07-02T11:37:21.000Z,EXCAVATOR-NODE-04,False,0.0,6.94,4.3,IDLE,153,NULL
2026-07-02T11:37:23.000Z,EXCAVATOR-NODE-04,False,0.0,14.52,2.9,FORWARD,28,NULL
2026-07-02T11:37:25.000Z,EXCAVATOR-NODE-04,False,0.0,13.62,1.6,SWINGING,87,NULL
2026-07-02T11:37:27.000Z,EXCAVATOR-NODE-04,False,0.0,13.05,3.4,DIGGING,-33,NULL
2026-07-02T11:37:29.000Z,EXCAVATOR-NODE-04,False,0.0,9.25,4.2,SWINGING,144,NULL
2026-07-02T11:37:31.000Z,EXCAVATOR-NODE-04,False,0.0,6.69,2.3,IDLE,-169,NULL
2026-07-02T11:37:33.000Z,EXCAVATOR-NODE-04,False,0.0,12.76,2.0,IDLE,166,NULL
2026-07-02T11:37:35.000Z,EXCAVATOR-NODE-04,False,0.0,10.37,2.6,FORWARD,-46,NULL
2026-07-02T11:37:37.000Z,EXCAVATOR-NODE-04,False,0.0,9.85,3.1,IDLE,10,NULL
2026-07-02T11:37:39.000Z,EXCAVATOR-NODE-04,False,0.0,11.22,3.7,IDLE,-17,NULL
